iter	MultiClass	F1:use_weights=true;class=0	F1:use_weights=true;class=1	F1:use_weights=true;class=2	F1:use_weights=true;class=3	F1:use_weights=false;class=0	F1:use_weights=false;class=1	F1:use_weights=false;class=2	F1:use_weights=false;class=3	Accuracy:use_weights=true	Accuracy:use_weights=false
174	0.8614486372	0.5091389367	0.7083378889	0.7679462873	0.5159277753	0.5069637883	0.7085012825	0.7692167078	0.517292637	0.6296838532	0.6301428571
175	0.8609946178	0.5100350442	0.7083858487	0.7681330994	0.5154774342	0.5078638264	0.7085431737	0.7693995064	0.5168450258	0.6298764574	0.6303333333
176	0.8603304799	0.5091422989	0.7081618451	0.7684245994	0.51613262	0.5069776715	0.7083180652	0.7696947542	0.5175074184	0.6298212021	0.6302857143
177	0.8598333982	0.5097403809	0.7085038473	0.7688208453	0.5166818773	0.5075757576	0.7086614173	0.7700886736	0.5180567923	0.6302978979	0.6307619048
178	0.8596521453	0.5091916744	0.7088804746	0.768778388	0.5173677987	0.5070254111	0.7090392893	0.7700466307	0.5187456722	0.6303905241	0.6308571429
179	0.8592338773	0.508792907	0.7086566577	0.7685931873	0.5175057383	0.5066268062	0.7088143669	0.7698637652	0.5188847143	0.6301987354	0.6306666667
180	0.8588257373	0.5091376738	0.7092056243	0.7690824278	0.5165814101	0.5069610183	0.7093641195	0.7703432494	0.5179614052	0.6302530137	0.6307142857
181	0.8584334947	0.5103807363	0.7085720278	0.7688241231	0.5161559743	0.5082048732	0.7087263071	0.7700896943	0.5175282234	0.6302585442	0.6307142857
182	0.8578426104	0.5107316594	0.7094859227	0.7692172002	0.517620056	0.5085589172	0.7096419742	0.7704842992	0.5189948556	0.6310162387	0.6314761905
183	0.857587375	0.5115758433	0.7098429271	0.76985383	0.5175399631	0.5094020495	0.7099963383	0.7711174156	0.5189146366	0.6314954096	0.631952381
184	0.8571389382	0.5112267234	0.7097342478	0.7701638377	0.5175250388	0.5090511239	0.7098901099	0.7714285714	0.5188996636	0.6313993491	0.6318571429
185	0.856785152	0.5120199799	0.709948683	0.7703070815	0.5174465697	0.5098429111	0.710102489	0.7715698846	0.5188193344	0.6316886496	0.6321428571
186	0.8564119927	0.5113248413	0.7106370559	0.7699096558	0.5186251797	0.5091487669	0.710793738	0.7711748008	0.52	0.6318740727	0.6323333333
187	0.8559011076	0.5116221052	0.7105775756	0.7695878446	0.5191947464	0.5094452177	0.7107362244	0.7708504989	0.5205696203	0.6319221814	0.6323809524
188	0.8556525466	0.512118091	0.7098945382	0.7698127228	0.5191134135	0.5099403579	0.7100559171	0.7710755149	0.5204828815	0.6319249692	0.6323809524
189	0.8550993816	0.5117150835	0.7099097692	0.7695136597	0.5187350248	0.5095313741	0.7100678526	0.7707799341	0.5201029907	0.6316416751	0.6320952381
190	0.8546912053	0.5117656011	0.7106024276	0.76998269	0.5186120368	0.509581968	0.7107604807	0.7712454212	0.519984171	0.6318786426	0.6323333333
191	0.8542792976	0.5135526693	0.710092892	0.7708310181	0.5187279743	0.5113692781	0.7102512379	0.7720904679	0.5200950307	0.6324556651	0.6329047619
192	0.8537545031	0.5124606154	0.7096201919	0.7703114317	0.5186555098	0.5102790744	0.7097780224	0.7715698846	0.5200276926	0.6318809366	0.6323333333
193	0.853360946	0.5119134716	0.7090540468	0.770805711	0.5188016268	0.5097299444	0.709215956	0.7720648886	0.5201740506	0.6317367749	0.6321904762
194	0.8528606852	0.5119628785	0.7099190091	0.7711023577	0.5181126482	0.5097766749	0.7100797946	0.7723607038	0.5194856578	0.6318806239	0.6323333333
195	0.8522946058	0.5141480412	0.7104321605	0.7710850477	0.5196480912	0.5119650482	0.7105890989	0.7723443223	0.5210167145	0.6329315529	0.6333809524
196	0.8517537883	0.5145545286	0.7097105329	0.7721644792	0.5194856321	0.5123769758	0.7098669114	0.7734260615	0.5208539237	0.6331204822	0.6335714286
197	0.8514467864	0.5155406084	0.709488584	0.7714519359	0.5200195154	0.5133604848	0.7096418733	0.7727106227	0.5213869406	0.6331729378	0.6336190476
198	0.8510780327	0.5149985809	0.7102640144	0.7718171323	0.5206076584	0.5128205128	0.7104176228	0.7730769231	0.5219796503	0.6335014033	0.633952381
199	0.8506731683	0.5151980318	0.709963432	0.7718576495	0.5196737896	0.5130192805	0.71011566	0.7731184765	0.5210432721	0.6332657541	0.6337142857
200	0.8505266792	0.5152456336	0.7103198515	0.7720404541	0.519192811	0.513065077	0.7104707718	0.7733015931	0.5205614868	0.6333146814	0.6337619048
201	0.8502590482	0.5155887933	0.7104640716	0.7720322412	0.5195252628	0.5134061569	0.7106132942	0.7732893652	0.5208971446	0.6334589942	0.6339047619
202	0.8500115261	0.5163321723	0.7102936233	0.7723585568	0.5199122992	0.5141495383	0.7104417302	0.7736142923	0.5212839506	0.6337465185	0.6341904762
203	0.8497925448	0.5164332538	0.710107527	0.7724291962	0.5201541992	0.5142516635	0.7102580586	0.773685175	0.5215244866	0.6337936517	0.6342380952
204	0.8494350466	0.5167797952	0.7106826097	0.7727962907	0.5208189241	0.5145978153	0.7108378453	0.7740516767	0.5221859868	0.6343171589	0.6347619048
205	0.8489585471	0.5169780213	0.7114437341	0.7728393194	0.5215964576	0.514796425	0.7115967312	0.7740930744	0.5229674998	0.6347442825	0.6351904762
206	0.8487585096	0.5173278857	0.7110887711	0.7727989606	0.5221696118	0.515148505	0.711241734	0.7740516767	0.523541605	0.6348391937	0.6352857143
207	0.8483178463	0.5171808793	0.7113001588	0.7733185415	0.5213050779	0.5150009934	0.7114537445	0.7745717688	0.5226756249	0.6348395454	0.6352857143
208	0.8479670835	0.5187976536	0.7115644666	0.7738928978	0.5208792081	0.516608825	0.7117150202	0.7751397928	0.5222463911	0.6352779007	0.6357142857
209	0.8476839647	0.5194518585	0.7114583144	0.7740440354	0.5225362837	0.5172687574	0.7116091109	0.7752932551	0.5239035954	0.6358464327	0.6362857143
210	0.8471733963	0.5189627908	0.7121407505	0.774124294	0.5231156031	0.5167825223	0.712291016	0.7753755955	0.5244865719	0.6360798239	0.6365238095
211	0.846676521	0.519909317	0.7131535052	0.7740552102	0.5241640085	0.517731201	0.7133021206	0.7753045709	0.5255359083	0.6368417411	0.6372857143
212	0.8462324226	0.5205098825	0.7135845608	0.7742712472	0.5246742397	0.5183344927	0.7137355584	0.7755176837	0.5260452703	0.637317774	0.6377619048
213	0.8459391604	0.5217072811	0.7142145097	0.7750000703	0.5257706561	0.519534745	0.7143643368	0.776239802	0.5271470879	0.6381746293	0.6386190476
214	0.8456967892	0.5208667199	0.7145015267	0.7751043977	0.5256086363	0.5186953063	0.7146524849	0.7763411279	0.5269910194	0.6380281737	0.6384761905
215	0.8453501977	0.5206174653	0.7148051743	0.7749600836	0.5256787677	0.5184448643	0.714954558	0.7761987714	0.5270629991	0.637979417	0.6384285714
216	0.8450253407	0.5215992422	0.7148694485	0.775757812	0.5267176238	0.5194237457	0.7150201983	0.7769929364	0.5281009663	0.6386487245	0.6390952381
217	0.8448857091	0.521496921	0.7145680983	0.7756456747	0.5265207735	0.5193205523	0.714718575	0.7768807339	0.5279037665	0.6384590517	0.6389047619
218	0.8445695955	0.5207646446	0.7141497554	0.7754287308	0.5262985827	0.5185921654	0.7142988337	0.7766669724	0.5276847291	0.6380743462	0.6385238095
219	0.8441955446	0.5216105188	0.7137965847	0.7751429045	0.5264997566	0.5194391966	0.7139445159	0.7763821399	0.5278817734	0.6381723594	0.6386190476
220	0.8439706006	0.521707097	0.7145589358	0.775110713	0.5265864037	0.519534745	0.7147053424	0.7763519707	0.5279668541	0.6384584068	0.6389047619
221	0.8436319512	0.5215021576	0.7149790709	0.7748158233	0.5262552871	0.5193282321	0.7151248164	0.7760564671	0.5276352152	0.6383639609	0.6388095238
222	0.8432636035	0.5214621621	0.7156625412	0.7748187429	0.5267669142	0.519291965	0.7158068662	0.7760564671	0.5281530421	0.6386462599	0.6390952381
223	0.8428588294	0.5209677415	0.7164012618	0.774592982	0.5269472985	0.5187984882	0.7165412153	0.7758320345	0.5283390833	0.6386909284	0.6391428571
224	0.8424357843	0.5218254425	0.7168391359	0.7747092061	0.5279233629	0.5196615231	0.7169742036	0.7759552827	0.5293132328	0.6393085493	0.6397619048
225	0.8421409608	0.5223586324	0.7167041919	0.7745888445	0.5283850811	0.5201909688	0.7168425883	0.7758320345	0.5297712934	0.6394548073	0.6399047619
226	0.8415960461	0.5229948355	0.7167964523	0.7756877063	0.5285854586	0.5208229798	0.7169360764	0.7769322453	0.5299684543	0.6399333408	0.6403809524
227	0.8413983057	0.5231933948	0.7170320728	0.7759427603	0.5290313106	0.5210217672	0.7171717172	0.7771868696	0.5304150646	0.6402185802	0.6406666667
228	0.841250542	0.5227571646	0.7167948604	0.7758306927	0.5292937446	0.5205888204	0.7169360764	0.7770747364	0.530680587	0.6400722937	0.6405238095
229	0.8409691888	0.5239502305	0.7172248768	0.7764586227	0.5299776557	0.5217823752	0.7173693396	0.7776962583	0.5313638602	0.6407884126	0.6412380952
230	0.8405812872	0.5246945789	0.7170186527	0.7768313466	0.5290339917	0.5225261064	0.7171578078	0.7780731506	0.5304150646	0.6408404599	0.6412857143
231	0.8401373453	0.525562697	0.7167846859	0.7767379875	0.5287319212	0.5233886185	0.7169222294	0.7779715466	0.5301133563	0.6407996353	0.6412380952
232	0.8398647458	0.5239301583	0.7171901257	0.7764413726	0.5279896262	0.5217564077	0.7173274596	0.7776757848	0.5293769716	0.6402709042	0.6407142857
233	0.8394050528	0.5264883011	0.7169372061	0.7769963561	0.5290752832	0.524310379	0.7170780949	0.7782265467	0.5304510907	0.6412327833	0.6416666667
234	0.8391230626	0.5263853526	0.7173709459	0.7771796397	0.5291266559	0.5242063492	0.7175110132	0.778410134	0.5305034551	0.6413751613	0.6418095238
235	0.8389269136	0.5266865152	0.7173053509	0.7771084323	0.5293246536	0.5245088311	0.7174451684	0.7783386875	0.5307008885	0.6414707279	0.6419047619
236	0.8386255241	0.5259805515	0.7167006022	0.7766909746	0.5295609963	0.5238000793	0.7168425883	0.7779206466	0.5309385177	0.6410416215	0.6414761905
237	0.838295437	0.5260763589	0.7176705487	0.7766585384	0.5297319966	0.5238945072	0.7178122419	0.7778900009	0.5311080387	0.6413748021	0.6418095238
238	0.8380415913	0.5248500474	0.7181926726	0.7762580902	0.5298322404	0.5226708999	0.7183344034	0.7774921975	0.5312129593	0.6411784435	0.6416190476
239	0.8377955838	0.5263489712	0.7179425307	0.7775098235	0.5302532736	0.5241735332	0.7180851064	0.7787366875	0.531635574	0.6418945894	0.6423333333
240	0.8374111027	0.5260042361	0.7178919282	0.7772542896	0.5291615358	0.5238284353	0.7180333884	0.7784815937	0.5305437679	0.6414666503	0.6419047619
241	0.8371048403	0.5269159791	0.7177372962	0.7773757794	0.5308064991	0.5247465713	0.7178781204	0.7786035416	0.5321896875	0.6420834632	0.6425238095
242	0.8367338423	0.5265115257	0.7183871515	0.777993863	0.5305139102	0.5243393602	0.7185321101	0.7792160103	0.5319002071	0.6422253489	0.6426666667
243	0.8364639939	0.528211493	0.718136687	0.7782903708	0.5316885129	0.5260437376	0.7182827264	0.7795116578	0.5330704781	0.6429417895	0.6433809524
244	0.8362285619	0.5284968932	0.7182542436	0.7780663908	0.5315597734	0.5263262468	0.7184002935	0.7792875505	0.532938856	0.6429445412	0.6433809524
245	0.8358730356	0.5295408418	0.7178524688	0.7784047813	0.5321907425	0.5273720815	0.7179957787	0.7796236806	0.5335699497	0.6433276502	0.6437619048
246	0.8355593437	0.5296023219	0.717682313	0.7785969159	0.5320332532	0.5274353877	0.7178263264	0.7798165138	0.5334121821	0.6433268617	0.6437619048
247	0.8350813255	0.530377572	0.7183027719	0.7782538735	0.5321784413	0.5282081843	0.7184430368	0.7794711715	0.5335567163	0.64356883	0.644
248	0.8347406279	0.5304204781	0.7184277747	0.7781813278	0.5324919384	0.5282494291	0.7185661765	0.7793996144	0.533871603	0.6436164554	0.644047619
249	0.8345915594	0.5304818036	0.7178386596	0.7784458878	0.5323728581	0.5283131333	0.7179770115	0.7796641277	0.5337531982	0.6435205926	0.643952381
250	0.8343141969	0.5312758845	0.7175246489	0.7780071615	0.5321407148	0.5291078879	0.7176611198	0.779225546	0.5335170785	0.6434767036	0.6439047619
251	0.8341166589	0.5309639988	0.7180067631	0.7781521673	0.5327962519	0.5287926926	0.7181467181	0.7793685756	0.5341737246	0.6437136621	0.6441428571
252	0.8338439226	0.5314032147	0.7179459611	0.7781450493	0.5317579607	0.5292307692	0.7180807059	0.7793591038	0.533136386	0.6435270733	0.643952381
253	0.8334716877	0.5325118985	0.7178054	0.7795298201	0.5316925534	0.530333069	0.7179392824	0.7807388348	0.5330708661	0.6440088509	0.6444285714
254	0.8332456913	0.5324500853	0.7182240415	0.7793116636	0.5316311734	0.5302685029	0.7183590876	0.7805236564	0.5330049261	0.6440576075	0.6444761905
255	0.8331557787	0.5329918205	0.7182912322	0.7792416712	0.5318812453	0.5308103824	0.7184251679	0.7804519566	0.5332545078	0.6442497179	0.6446666667
256	0.8329349585	0.5345339712	0.7183047924	0.7797904938	0.532681466	0.5323555644	0.7184394553	0.7809943939	0.5340551181	0.6449186932	0.6453333333
257	0.8327626331	0.5344711874	0.7183554771	0.7797890208	0.5326584314	0.5322900158	0.7184912603	0.7809943939	0.5340293509	0.6449198319	0.6453333333
258	0.832539848	0.534668843	0.718809815	0.7797860747	0.5330364154	0.5324881141	0.7189398123	0.7809943939	0.5344097667	0.6451574443	0.6455714286
259	0.8321891008	0.5350418132	0.7184408499	0.7795961092	0.5331967426	0.532858274	0.7185716915	0.7808017654	0.5345676581	0.645113223	0.6455238095
260	0.8320346377	0.535239489	0.7183872018	0.779741708	0.5337728672	0.5330562154	0.7185198822	0.7809453743	0.5351447135	0.6453032175	0.6457142857
261	0.8317491151	0.53604834	0.7191266294	0.7795804835	0.5345232697	0.5338606031	0.7192562592	0.7807840972	0.5358936484	0.6457829688	0.6461904762
262	0.8314200844	0.5355499971	0.7187717688	0.7800620826	0.5333408037	0.5333596916	0.7189024952	0.7812643784	0.5347119645	0.6454026836	0.6458095238
263	0.8309612447	0.5352701839	0.719307977	0.7795506233	0.5336805448	0.5330827811	0.7194403535	0.7807525991	0.5350531705	0.6454473522	0.6458571429
264	0.8307578728	0.5354384507	0.7195283921	0.780405075	0.5336952229	0.5332541568	0.7196614224	0.7816091954	0.5350669819	0.6458264121	0.6462380952
265	0.8304591746	0.5369793903	0.7198438868	0.7805899175	0.535796713	0.5347985348	0.7199779148	0.7817931034	0.5371664862	0.6468267737	0.6472380952
266	0.8301644527	0.5372296074	0.719605761	0.7803737831	0.5358029888	0.535049505	0.71973466	0.7815774959	0.5371754524	0.6467321917	0.6471428571
267	0.82994819	0.5369098286	0.7194345222	0.780596403	0.536059024	0.5347339213	0.719565017	0.7818014706	0.5374336805	0.6467283012	0.6471428571
268	0.8296900696	0.5372001942	0.7192491019	0.7805923803	0.5366845104	0.5350242742	0.7193807022	0.7817931034	0.5380610942	0.6468716369	0.6472857143
269	0.8293735169	0.5383230115	0.7193659737	0.7808162536	0.5375067377	0.5361457714	0.7194987099	0.7820171003	0.5388774206	0.6474465165	0.6478571429
270	0.828941946	0.5384933744	0.7189025517	0.7807463173	0.5361846045	0.5363194926	0.7190349019	0.7819452105	0.53755407	0.6470671814	0.6474761905
271	0.8286641004	0.5375838991	0.7193379985	0.7802635452	0.5361984251	0.5354065564	0.7194695156	0.7814654776	0.5375688434	0.6468275877	0.6472380952
272	0.828462618	0.5380601788	0.7194477723	0.7798576771	0.5366687835	0.5358804316	0.719579646	0.7810574713	0.5380381364	0.6469250891	0.6473333333
273	0.8283252055	0.5384153198	0.7195516151	0.7799305015	0.5368650426	0.5362376238	0.7196830077	0.7811292992	0.5382347159	0.6471155684	0.6475238095
274	0.8280726516	0.538375091	0.7196035079	0.7804400786	0.5374905449	0.536198871	0.71973466	0.7816409124	0.5388621401	0.6473988625	0.6478095238
275	0.8279383624	0.5381894114	0.7201541552	0.7804400786	0.5382589018	0.5360150599	0.7202874516	0.7816409124	0.5396326491	0.6476811615	0.6480952381
276	0.8274688508	0.5383878661	0.7196314015	0.7809515626	0.53822695	0.5362132171	0.7197640118	0.7821527139	0.5396015311	0.6476816718	0.6480952381
277	0.8271899599	0.5387961795	0.7190491774	0.7812499177	0.5379935706	0.536624046	0.7191818684	0.7824487168	0.5393677597	0.6476828286	0.6480952381
278	0.8269656979	0.5386911298	0.7200884621	0.781175473	0.5387943286	0.536517689	0.7202210963	0.7823767476	0.5401689256	0.6481094508	0.6485238095
279	0.826626673	0.5392726568	0.7199350905	0.7812094693	0.5381385189	0.5370975731	0.7200663656	0.7824086853	0.5395111417	0.6480181145	0.6484285714
280	0.8264686487	0.53904723	0.7202037752	0.7812859204	0.5385494443	0.5368754956	0.7203319502	0.7824887336	0.5399254463	0.6481574085	0.6485714286
281	0.8260904753	0.539273026	0.7198603573	0.7812893771	0.5388759915	0.5370975731	0.7199926192	0.7824967825	0.5402434236	0.6482073295	0.6486190476
282	0.8257459579	0.5390098634	0.7201121825	0.7814352655	0.5387831309	0.5368316832	0.7202435874	0.7826406767	0.5401531514	0.6482074911	0.6486190476
283	0.8254268823	0.5384164648	0.7206344362	0.7813233862	0.5388500168	0.5362376238	0.7207672446	0.7825287356	0.5402219821	0.6482051971	0.6486190476
284	0.8251326683	0.5398535821	0.7209363002	0.781393393	0.5407654289	0.5376769977	0.7210696173	0.7826006989	0.5421331762	0.6491109602	0.6495238095
285	0.8249307591	0.5388923071	0.7208501767	0.7810966127	0.5397281761	0.5367108648	0.7209817309	0.7823047917	0.5410979083	0.6484923712	0.6489047619
286	0.8247019172	0.53988096	0.7216595382	0.7814274436	0.5403518888	0.537700376	0.7217920354	0.7826326925	0.5417199017	0.6492081414	0.6496190476
287	0.8244964546	0.5393805325	0.7214091697	0.7813556926	0.5395811494	0.5371982588	0.7215411559	0.7825607064	0.5409497591	0.6488276676	0.6492380952
288	0.8242539135	0.5399461463	0.7214593663	0.7814690772	0.5405472199	0.5377685378	0.72159248	0.7826726754	0.5419164619	0.6492546296	0.6496666667
289	0.8240955197	0.5398937464	0.7214458067	0.7814690772	0.5399738014	0.5377153039	0.7215772987	0.7826726754	0.5413430341	0.649112907	0.6495238095
290	0.8238633771	0.5404866523	0.7215294895	0.7813571699	0.5406902786	0.5383092457	0.7216589862	0.7825607064	0.5420597484	0.6493992746	0.6498095238
291	0.8236090711	0.5405786845	0.7219815158	0.7813909724	0.5414024179	0.5384006334	0.7221095335	0.7825926948	0.5427757588	0.6496840111	0.6500952381
292	0.8232776981	0.5419350718	0.722468935	0.7815356249	0.5415098027	0.5397547468	0.7225961095	0.7827287792	0.542882405	0.6501658963	0.6505714286
293	0.823027541	0.5421327462	0.7229896912	0.7816074596	0.5417779931	0.5399525316	0.7231180319	0.7828008471	0.5431492039	0.6504514498	0.6508571429
294	0.8228353255	0.542369625	0.7227019016	0.7816074596	0.5415311909	0.5401878398	0.7228315974	0.7828008471	0.5428992629	0.6503583298	0.6507619048
295	0.8226570979	0.5422635806	0.7228393891	0.7815592657	0.5417443508	0.5400810517	0.7229692393	0.7827529022	0.5431127716	0.6504057591	0.6508095238
296	0.8224463267	0.5424753201	0.72327727	0.7819683229	0.5421696164	0.5402946702	0.7234042553	0.7831613854	0.5435423629	0.6507849521	0.6511904762
297	0.8221762148	0.5423441376	0.7236106951	0.78207886	0.5432569266	0.540166205	0.7237375599	0.7832734641	0.5446332122	0.6511142316	0.6515238095
298	0.8220712546	0.5421069085	0.7232414854	0.7819744268	0.5431142178	0.5399307274	0.7233689642	0.7831691373	0.544490277	0.6509229458	0.6513333333
299	0.8217401519	0.5425564763	0.7227201658	0.7828956626	0.5423505817	0.5403800475	0.7228516165	0.7840898628	0.5437217528	0.6509728862	0.6513809524
300	0.8215630591	0.5427151696	0.7232736346	0.7828956626	0.5427780922	0.5405405405	0.7234042553	0.7840898628	0.5441508693	0.6512571395	0.6516666667
301	0.821401938	0.5425701128	0.7233748036	0.7827492972	0.5428483172	0.5403960396	0.7235023041	0.7839455031	0.5442230294	0.6512085444	0.6516190476
302	0.8212097797	0.5432409009	0.7235794071	0.7826374032	0.5431519893	0.541064714	0.7237024062	0.7838335481	0.5445262641	0.6514497331	0.6518571429
303	0.8210734938	0.5427398383	0.7234437473	0.7825642448	0.5428314778	0.5405619311	0.7235689925	0.7837613919	0.5442043222	0.6512113052	0.6516190476
304	0.8208049709	0.543005197	0.7234398687	0.783416036	0.5430092977	0.5408294566	0.7235689925	0.7846097202	0.5443833464	0.6515432214	0.651952381
305	0.8205969397	0.5429661429	0.7240942968	0.7835983539	0.5438470383	0.5407920792	0.7242237169	0.7847938144	0.5452224295	0.6519688756	0.6523809524
306	0.8204004759	0.54334726	0.7239948824	0.7836315684	0.5440787908	0.5411718131	0.7241220389	0.7848264432	0.5454545455	0.6520659026	0.6524761905
307	0.8201601033	0.5427255949	0.7237910939	0.7831855921	0.5440618806	0.5405458861	0.7239218577	0.7843787418	0.5454366834	0.6517331799	0.6521428571
308	0.8200272807	0.5428456979	0.7238575574	0.7832242403	0.5441866645	0.5406689096	0.7239885725	0.7844184547	0.5455616654	0.6518269628	0.6522380952
309	0.8197865945	0.5432938143	0.7239753711	0.7837065692	0.5444362456	0.5411182583	0.7241061555	0.7848987109	0.5458116469	0.6521606537	0.6525714286
310	0.8196437255	0.5428594751	0.7234050457	0.7836667756	0.543936214	0.5406850129	0.7235375403	0.7848590901	0.5453117329	0.6517788706	0.6521904762
311	0.8194731064	0.5431886304	0.7241078644	0.7840370581	0.544131349	0.5410111804	0.7242396313	0.785227482	0.5455081001	0.6521608243	0.6525714286
312	0.8190716195	0.5441472712	0.7234239119	0.7835163195	0.5441199804	0.5419673752	0.7235532621	0.7847075081	0.5454902731	0.6520719075	0.6524761905
313	0.8188358926	0.5436117116	0.7235558905	0.7842604074	0.544986357	0.5414397465	0.7236866359	0.7854511971	0.5463644392	0.6523971544	0.6528095238
314	0.8186013657	0.5440311768	0.7240086679	0.7842209612	0.5454336447	0.541856323	0.724137931	0.785411678	0.5468105986	0.6526848224	0.6530952381
315	0.8183286814	0.5437799002	0.7244989315	0.7839948401	0.5454360048	0.5416048283	0.7246270031	0.7851879145	0.5468120641	0.65273193	0.6531428571
316	0.8181654562	0.5441082476	0.7248315137	0.7841800156	0.5456340098	0.5419303797	0.7249608403	0.7853721444	0.547008547	0.6529715057	0.6533809524
317	0.8180232456	0.5443202243	0.7247819528	0.7840681801	0.5458458944	0.5421448358	0.7249101465	0.7852602487	0.5472216768	0.6530184682	0.6534285714
318	0.8177699556	0.5444114526	0.7249673829	0.783772599	0.5458995252	0.5422354105	0.7250944613	0.7849640685	0.547275405	0.6530192657	0.6534285714
319	0.8175088456	0.544229151	0.7251324998	0.7839269595	0.5458089106	0.5420542252	0.725262576	0.7851155936	0.5471864873	0.6530652706	0.6534761905
320	0.8172014535	0.5440313174	0.7253532914	0.7830372075	0.5455196662	0.541856323	0.725479351	0.7842270131	0.546899529	0.652732045	0.6531428571
321	0.8168824131	0.5435581836	0.7257862422	0.7828922028	0.545842177	0.5413861386	0.725916375	0.784082535	0.5472216768	0.6528236956	0.6532380952
322	0.8166274999	0.5443968783	0.7264102179	0.7826670373	0.5460449307	0.5422187067	0.7265358755	0.7838584854	0.5474201474	0.6531627194	0.6535714286
323	0.8164353884	0.5442912032	0.7263433158	0.7831413536	0.5455969184	0.5421115065	0.726468963	0.7843317972	0.5469732704	0.6531155953	0.6535238095
324	0.8162884963	0.5448836148	0.7260256461	0.7829560773	0.5459042267	0.5427046263	0.7261510129	0.7841474654	0.5472773737	0.6532127839	0.6536190476
325	0.816058861	0.544594324	0.7253041602	0.7828440675	0.5459736014	0.5424164524	0.7254305978	0.784035395	0.5473477407	0.6529260826	0.6533333333
326	0.8156755547	0.5442919266	0.7254830915	0.783211932	0.5452989607	0.5421115065	0.7256148107	0.7844040925	0.5466692867	0.6528310188	0.6532380952
327	0.8155038849	0.5444515108	0.7254986497	0.7832172191	0.5456395317	0.5422723228	0.7256311037	0.7844112769	0.547008547	0.6529730827	0.6533809524
328	0.8153915901	0.5446345346	0.7256002104	0.7832904996	0.5452310476	0.5424532964	0.725732179	0.7844835529	0.5465985057	0.6529753601	0.6533809524
329	0.8151447026	0.5455976773	0.725565498	0.7834091063	0.5474635807	0.5434223541	0.7256979637	0.7846026338	0.5488308116	0.6537824907	0.6541904762
330	0.8149904605	0.5461222689	0.7255160736	0.7834504262	0.5471458669	0.5439446367	0.7256474058	0.7846422981	0.5485107638	0.653833703	0.6542380952
331	0.8148532323	0.5463731866	0.72561628	0.7834504262	0.5471129152	0.5441961637	0.725748503	0.7846422981	0.5484759095	0.6539295928	0.6543333333
332	0.8145566805	0.5462827659	0.7259826341	0.7838899357	0.5473440108	0.5441060127	0.7261169968	0.7850828729	0.5487073626	0.6541657538	0.6545714286
333	0.8143380556	0.54653969	0.7257506538	0.7834772088	0.5472015564	0.5443588224	0.7258822445	0.7846678338	0.5485646874	0.6539793071	0.6543809524
334	0.8140193338	0.5461074055	0.7261388059	0.7828177425	0.5466985571	0.5439272655	0.7262672811	0.7840103159	0.5480636918	0.6536924276	0.6540952381
335	0.8138566019	0.5466464938	0.726621773	0.7835571331	0.5475932566	0.5444664032	0.7267532946	0.7847471677	0.5489579237	0.6543586526	0.6547619048
336	0.8135962277	0.546934841	0.7264069821	0.7834093515	0.5469572542	0.5447540012	0.7265358755	0.7846026338	0.5483172604	0.6542188842	0.6546190476
337	0.8133013618	0.5466080308	0.7266564873	0.7831196376	0.5476354121	0.544430167	0.7267870302	0.7843137255	0.5489964581	0.6543107039	0.6547142857
338	0.8130326636	0.5461911591	0.727073787	0.7834157794	0.5478088634	0.5440158259	0.7272057469	0.7846097202	0.5491738788	0.6544495057	0.6548571429
339	0.812847122	0.5473919632	0.7264509455	0.7838916647	0.5488100813	0.545220661	0.7265862418	0.7850828729	0.5501719902	0.6549270245	0.6553333333
340	0.8125657028	0.5476647091	0.7270724085	0.7837048291	0.5492792721	0.5454905063	0.7272057469	0.7848987109	0.5506391347	0.6552140385	0.6556190476
341	0.812411334	0.5479160472	0.7271896103	0.7841122771	0.5491919597	0.5457422609	0.7273229579	0.7853065734	0.5505507474	0.655404868	0.6558095238
342	0.8121323749	0.5484018133	0.7266514567	0.784037549	0.5493152729	0.5462276278	0.7267870302	0.785227482	0.550673351	0.6553595171	0.6557619048
343	0.8118326552	0.54957012	0.7259527012	0.784037549	0.5492100035	0.547395473	0.7260829493	0.785227482	0.5505651106	0.6554126821	0.6558095238
344	0.8116615862	0.55032646	0.7255960242	0.7837805913	0.5495436456	0.5481481481	0.7257306168	0.7849709918	0.5508899597	0.6555124789	0.6559047619
345	0.8115774294	0.5512589312	0.7258470621	0.7837408077	0.5504218417	0.5490815722	0.7259819288	0.7849313807	0.5517648216	0.655990303	0.6563809524
346	0.8113184337	0.5503944648	0.7259296857	0.7838616284	0.5504654098	0.5482243545	0.7260653016	0.7850570482	0.5518121992	0.6558876108	0.6562857143
347	0.8111242735	0.5517236172	0.7264003718	0.7844182698	0.5515230133	0.5495548961	0.7265351282	0.7856091277	0.5528694969	0.6567469142	0.6571428571
348	0.8109537637	0.5515259276	0.7263336444	0.784272951	0.5514895203	0.5493570722	0.7264681479	0.7854645814	0.5528359383	0.6566513476	0.657047619
349	0.8108660899	0.5520999997	0.726351071	0.7844591269	0.5521222119	0.5499356627	0.726484692	0.7856485741	0.5534714721	0.6569833969	0.6573809524
350	0.8107005004	0.5511301596	0.7264684905	0.7837143307	0.5516956371	0.5489614243	0.7266021208	0.7849056604	0.5530451866	0.6564593614	0.6568571429
